patient_id,Complement,IL-6/JAK/STAT3 Signaling,Inflammatory Response,Interferon Alpha Response,Interferon Gamma Response,TNF-alpha Signaling via NF-kB
TCGA-AC-A23C,3595.9587544827064,2755.9828262161827,1930.0838800202964,5321.664600666369,4378.476584048016,3512.2162893610257
TCGA-AC-A23G,3869.039363553764,3125.062036497002,2853.1802745072255,4201.749525813651,3905.1069636635093,5460.61646390352
TCGA-AC-A23H,3198.386123962551,1971.6705312775448,1493.0480735375022,4114.836473619298,3298.173083811196,3598.967527888908
TCGA-AC-A2BK,2789.2222421515744,2105.0631346176724,1203.1243087339408,2995.0462520823403,2529.8768945539996,3273.2183677581143
TCGA-AC-A2BM,2988.8556111544967,2049.351921457328,1842.0501092909835,5557.290930977953,4136.705395759429,3320.0113813806856
TCGA-AC-A2FB,4172.087298434501,3728.3475403409866,3080.185528598966,6689.545660309874,5752.519208833111,5159.133807896074
TCGA-AC-A2FG,3200.7887475318694,2465.2059791417687,1516.0202859798046,3618.7146431505535,3130.9453381533913,4096.027976242776
TCGA-AC-A2FK,3398.780533206571,2930.6427957640954,1998.7768236502343,4115.977688686669,3647.0527704429496,4583.206889116533
TCGA-AC-A2FO,3830.5469224769167,3324.047751655109,2521.984480924317,5175.183292026937,4662.490821532721,4904.274094689088
TCGA-AC-A2QH,2580.612037561803,2402.461995780921,1695.9585600878363,2956.631692743338,2591.064721534003,2948.667612066445
TCGA-AC-A2QI,3518.07829759816,2827.5417106090044,2010.605145137015,4649.635024089524,3954.913496855186,3988.3304417076943
TCGA-AC-A3BB,3898.2108189469236,3676.100125084082,2702.2238755000653,5374.26116215874,4683.522022837837,4976.270956604858
TCGA-AC-A3EH,3063.0846681130497,2374.8191728400907,1610.382956026464,3685.857898017499,3109.124451996193,3547.5884944720983
TCGA-AC-A3HN,3812.927945234451,3326.4451345940524,2416.6205803071734,4957.736915581701,4298.2977242256475,4482.539754585787
TCGA-AC-A3OD,3737.9143912888685,2840.9322982803824,2349.4311014329232,5415.209774125247,4606.303880502066,3590.8639004126326
TCGA-AC-A3QP,3411.042821967947,2941.3437989757986,1997.3975204321814,4633.633300298188,3803.2331285293476,4184.5044577472945
TCGA-AC-A3QQ,3373.198566252813,2638.4003834174327,2109.5399670700062,3820.116778149828,3607.708754835832,4165.8289563745075
TCGA-AC-A3TN,2822.6025372956738,1874.4627521870752,1029.876764147817,4026.929156126973,3000.5748139481093,3411.0173806805087
TCGA-AC-A3W6,3661.9330128687816,3256.2115402029704,2361.1102958466727,5405.367574578366,4660.069794606801,4400.182266973821
TCGA-AC-A3W7,3018.3250305705587,2459.8733332411066,1539.657448220556,4212.627243624685,3342.349897185388,4147.846919300275
TCGA-AC-A3YI,3723.799694901125,3636.84599528129,3273.313754902516,4434.380177657273,4257.731793746969,5877.793328064274
TCGA-AC-A4ZE,2740.598932023493,2091.3824570940833,894.7935493688547,3511.0042967299996,3001.37373971504,3413.369516574936
TCGA-AC-A5EH,3581.5955608515414,2821.4573167529143,2070.5813839168222,4692.412957105249,4120.847872286975,4474.707154593963
TCGA-AC-A5XS,3814.1705573910494,3381.2244283850123,2529.04930835527,6451.656067225009,5226.2761816537095,4946.167003164945
TCGA-AC-A5XU,2943.015967945563,1960.7315959717434,1074.6050477967965,4006.6258219245283,3160.8590628128823,3195.2712189768044
TCGA-AC-A62Y,3897.1137605709955,2988.5003918202146,2592.099966571708,5928.807851272311,4668.26408418318,5338.2204806079335
TCGA-AC-A6IW,3953.213514583733,4040.467861859888,2891.999588884584,6654.6954816385005,5776.8302991030705,4574.53982172326
TCGA-AC-A6NO,2582.761956163946,2002.2123747322512,883.5429058908885,3764.0362515388697,2952.1139901883907,3243.918794276966
TCGA-AC-A7VC,3266.2936124836233,2575.0813238349456,1682.559278887591,3479.9438950032436,3058.072568969177,3745.9382876019117
TCGA-AC-A8OR,2847.8309178067775,2288.6850923898346,1574.317349898629,4391.372510859483,3319.284687626541,3631.790252197443
TCGA-AC-A8OS,3433.347667160633,2893.0474151834715,1939.2138043520335,4472.301145249565,3908.6198344607255,4050.385207614836
TCGA-AN-A03X,3619.3402535948044,2532.510948735606,2003.2493318720717,4854.600864559896,4005.7938166376352,4363.3579200924905
TCGA-AN-A03Y,2885.2620839477113,2322.9756456233863,1418.3977443113981,4321.013783937831,3512.722653407822,2892.4913538867277
TCGA-AN-A041,3327.1419390144583,2301.576574911507,1448.720823465621,4197.245724929144,3496.778691242529,3556.0614545649933
TCGA-AN-A046,3850.6344228933613,3111.356662933955,2561.2568987313152,6206.536546929397,5105.297235577167,4931.174142012156
TCGA-AN-A049,3630.7763634017356,2651.409624775688,1978.6735860674744,6130.873275502063,4589.667664892437,3857.6835262222376
TCGA-AN-A04A,3243.6795851487586,2378.2135803838482,1815.7649297360658,4456.23846463118,3701.684757999128,3992.599878151983
TCGA-AN-A04C,2991.615132605366,2482.2684410200472,1317.9568750217932,3638.5175327014076,3240.8588905074357,3639.355345514996
TCGA-AN-A04D,2204.433541183871,1386.6857721195702,260.0263401320317,2358.923343284261,2058.7033354354153,2529.5086934388455
TCGA-AN-A0AJ,3603.3111332273547,3012.852324297857,2221.526528258313,5321.999072396749,4688.241157531549,3628.7368110983352
TCGA-AN-A0AK,2778.49480675654,2027.5297846351787,1085.439629753384,3671.1323681729154,3114.4375134773327,2718.1993421464467
TCGA-AN-A0AL,4029.219232614454,3286.283755861292,2903.325729561604,5858.921266807874,4981.35624123637,4922.2650586954005
TCGA-AN-A0AM,3686.788102508117,2948.7253045730595,2091.810422316519,5953.247873391005,4992.529130982173,3886.435019487344
TCGA-AN-A0AR,2446.900346423199,1325.8527151860144,451.7248562379882,2252.4330411694827,1965.5248308351584,2322.6566896876284
TCGA-AN-A0AS,3766.9110697434335,2977.2365998618116,2342.7319419205196,4227.29015180036,3769.4475362589546,4152.020119333518
TCGA-AN-A0AT,3235.0760987242666,2568.497365327132,1990.9634399788465,3804.4965864061724,3579.4883648122322,4055.424607669953
TCGA-AN-A0FD,3231.6497837133466,2713.6602413359615,1891.1833721524345,5916.291139154535,4637.181319647285,3855.920879323112
TCGA-AN-A0FF,3547.638407650389,2827.7014397809617,2002.8226955871578,5939.6208268731825,4535.577375538234,3864.8621933655522
TCGA-AN-A0FJ,2681.290243197054,2195.3770432591355,1514.294058909476,2848.60007330561,2744.7935295042716,3404.802673019287
TCGA-AN-A0FK,3215.621341344873,2019.6595909555363,1235.592881033077,4379.94235345171,3309.7924395299415,3321.449854552211
TCGA-AN-A0FL,2933.5778225221893,1979.4656005882734,1454.7281606236666,5163.462357961207,3641.088179103537,3293.329859805859
TCGA-AN-A0FN,4536.63729050387,3918.6008427036177,3259.1140268105282,5407.308265380716,5099.115978389953,5527.794465262436
TCGA-AN-A0FS,3075.218453604055,2347.014220493169,1502.4995311175408,3923.3130281627527,3318.590840992525,4070.4574482623448
TCGA-AN-A0FT,3477.4581462032875,2757.578304471246,1763.8587215808147,4075.1063783576483,3538.5170744792613,4102.4014746852245
TCGA-AN-A0FV,3044.632505561309,1754.547503048174,1135.2707176884505,4279.064810698281,3399.04978302324,3167.037040112533
TCGA-AN-A0FX,2954.695449772589,2154.8738902709756,1174.1204428101464,3454.5862008816584,2905.821268661095,3551.7312589682115
TCGA-AN-A0FY,2812.9342631044,2431.996145284631,1410.2525386467532,3799.1871445707075,3171.4356027994054,3343.5652231867916
TCGA-AN-A0FZ,2906.202484655898,1936.2183261746013,991.3258492136592,4184.240346704213,3191.030690971953,3031.0508230612886
TCGA-AN-A0G0,3371.2822998960964,2489.2574550508543,1771.2427915405278,3809.678266348592,3315.9764757237135,3514.734675557853
TCGA-AN-A0XL,3339.338461864161,2611.1361075360837,1722.1255025715018,3723.6088635195774,3323.702842557317,4432.521489212133
TCGA-AN-A0XN,4056.418642625227,3281.033101205894,3130.9161841287205,4992.86401594704,4477.93252428744,4850.837411974166
TCGA-AN-A0XO,2987.5812055724073,1961.5348146011693,1421.7279814810772,3951.914567892014,3201.549330589758,3677.416205089041
TCGA-AN-A0XP,3556.8687039245815,2354.3812634887836,1718.112388541409,7069.963119539909,5017.009876551472,3675.9518831544556
TCGA-AN-A0XR,3024.329483697731,1871.647494991481,1221.3861869315551,6559.219270453223,4633.670805579781,3405.024515475632
TCGA-AN-A0XS,3465.412785775694,3133.255727038273,1974.1008906285952,4649.359554908384,3989.3509721789214,3928.727004530325
TCGA-AN-A0XT,2988.927107908985,2032.719701175658,1283.3842231484996,3966.39076276744,3119.6037478808103,3840.1935483919824
TCGA-AN-A0XU,3512.403248944225,2852.347362846014,1898.4315277571823,5234.426538117821,4408.063619312348,3642.9124092443835
TCGA-AN-A0XV,3415.1112758409363,2747.034548867543,1971.8722331386452,4857.447239504178,4124.444817147358,4293.818244971635
TCGA-AN-A0XW,3948.756178776819,3565.244648180378,2796.6208932975424,5813.758313368246,5189.019205277778,4713.83341532232
TCGA-AO-A03L,3436.3791678998405,2493.242794890426,1969.1080552016538,6131.282521541263,4703.783447870328,4052.8879229842114
TCGA-AO-A03R,3430.607223044786,2915.8196420589666,1881.9407795945808,4655.431553884442,4017.437057867901,4248.0032865161575
TCGA-AO-A03T,3131.534044494718,2511.625816660502,1338.9346928151444,5498.106522886295,4272.098369289572,4059.386292770132
TCGA-AO-A03V,2979.810282992903,2020.9034052487368,1383.1583112059343,4583.889625525446,3498.0937381243166,3815.908798561173
TCGA-AO-A0J4,3800.4863771311393,3413.1765441504194,2728.0683499564493,5863.672199837596,5019.70305081832,4532.276361320315
TCGA-AO-A0J5,3180.105877176129,2412.7579100916246,1583.0204423825635,3554.7105905858916,3168.598363445908,3744.6468761029573
TCGA-AO-A0J6,3870.360180494641,3491.4372381879293,2750.2681734948656,6709.991031293937,5578.59180088906,4648.161774339929
TCGA-AO-A0J7,2452.962276106893,1660.449335535508,913.2547821958779,2930.5014431290183,2410.2998285788017,3313.969580322573
TCGA-AO-A0J8,3613.34621063524,2872.3663377823214,2143.378076913059,5724.597551603594,4545.643958939003,3829.170036289539
TCGA-AO-A0JA,3741.5931410676585,2442.193746248675,2014.445537475087,5037.034095403096,4038.8270729703927,3801.3945101455756
TCGA-AO-A0JB,3175.4361665525757,2353.7009079738145,1483.3663947181522,4293.6047030157515,3453.842589388976,3904.1588601767817
TCGA-AO-A0JC,4688.372275679689,4691.016842741072,3267.9255958934154,6507.247524955868,6254.178048962058,5016.888927149823
TCGA-AO-A0JD,3428.6163587063256,2546.4784927109504,1626.1887487684871,4681.821132118443,3907.6004023327714,3299.201924789295
TCGA-AO-A0JF,3864.3450127109663,2988.0813294775617,2259.3021353815075,4500.408200860182,4039.2759283673768,4098.442291122623
TCGA-AO-A0JG,3577.018866905948,2722.075527934632,1878.2611739555177,4852.754709310577,4254.166431090123,3998.594663434682
TCGA-AO-A0JI,2532.134401488227,1674.2172435279772,1135.220789034005,4390.386978012979,3322.7762783097896,3049.1151097175734
TCGA-AO-A0JJ,3822.2970922149198,3419.3475430471426,2445.018799032776,5236.97301766358,4587.54637849318,4496.652494244214
TCGA-AO-A0JL,2896.4332068924105,2214.9395233823816,1007.2265543830181,2893.7569415928865,2728.462107573361,3598.7322585908933
TCGA-AO-A0JM,3491.98052731192,2744.0522873935315,2066.1941915946863,5781.81235638171,4544.883820278925,4419.223033404229
TCGA-AO-A124,3147.356680829598,2619.69172643787,1911.830225133148,5486.721605678127,4239.168020026254,3772.712057988112
TCGA-AO-A125,2574.3032151510542,1867.7072169855837,831.0551395034036,4071.8466872367426,2924.589873509105,3547.734549633831
TCGA-AO-A12A,3358.5902058616757,2740.04487559884,1933.9978278265899,5139.306848649016,4177.540389865646,4477.065661267508
TCGA-AO-A12B,2854.689292469304,1835.0141555983319,899.9033520147095,5354.52479939998,3784.1637008754496,3015.752720553186
TCGA-AO-A12D,4120.405115397143,3422.9310761749675,2856.6323388243363,6064.997797678227,5331.306445295917,4516.2017749730385
TCGA-AO-A12E,3574.04831547868,2882.2645870461347,1962.0250592037937,6171.034343769867,4671.199212633814,4421.298904443111
TCGA-AO-A12F,3001.251515972286,2512.354528180602,1483.2912322223237,2888.299098573065,2737.7671838142433,4025.391760782115
TCGA-AO-A12H,2739.2824091195525,1881.4714300370142,1143.6183329008018,4699.999067082512,3546.3761443561543,3393.2725546524725
TCGA-AO-A1KO,3165.3331270662275,2392.2773961744842,1768.3707667758827,3480.0121899052156,3043.2258988323356,4102.006869225859
TCGA-AO-A1KP,2282.0300963090795,1437.3002996959513,1024.55857081678,3987.977081920548,2766.0372390135108,3134.2435364549983
TCGA-AO-A1KQ,3517.143150084321,2814.179520292637,1849.210044733416,5617.9966169753425,4554.333305091806,4096.539700216543
TCGA-AO-A1KR,2978.8750338293266,2491.981539984192,1384.0321422691286,5475.588027380423,4363.701819311998,3857.484956447912
TCGA-AQ-A04H,2884.421554827917,2274.6066164938875,1301.2672085548365,3592.9421305294345,3017.563681579588,3605.083205574656
TCGA-AQ-A04J,3903.219254894495,3311.9951206691403,2619.689280846387,5139.874134998907,4597.3279458383695,4530.7749937549215
TCGA-AQ-A04L,3041.073742304432,2547.009001912009,1712.6453721160415,3692.9291830264465,3291.453042219735,3962.861845458343
TCGA-AQ-A1H3,3477.8969255814627,2803.597375209283,2262.573023361527,4871.740691646986,4051.9207891313927,4536.678248018579
TCGA-AQ-A7U7,4220.51648659067,3909.706847365276,3244.0391663325972,7299.876319158042,6274.157903895015,5108.460325699423
TCGA-AR-A0TP,2711.732539421415,1575.0838640504753,924.9585183110557,2241.677244393999,2014.2218176974948,3699.0251529267553
TCGA-AR-A0TQ,3573.456885142139,2949.8151079524905,2113.1388415799993,6234.121392820327,4987.382335061449,4189.834213045882
TCGA-AR-A0TR,2420.408779072777,1590.5443073861315,727.0463656497213,3607.357495867529,2692.349335145773,2228.5722986169585
TCGA-AR-A0TS,3847.771212034966,3666.751236215887,2484.7023529054622,5121.275463994603,4767.559989358513,3810.2660169033516
TCGA-AR-A0TT,4212.704104761593,3892.1167552500374,2985.5220301308946,5794.953068015413,5337.855622109659,4354.665041646831
TCGA-AR-A0TU,3410.9112360113486,3043.710066156991,1925.807804730157,5902.860261453632,4937.3743057793035,3838.5197574422727
TCGA-AR-A0TX,3873.08523658424,3521.1037726726117,2378.6113393379837,5097.257531820136,4824.068113484358,3980.0438051714227
TCGA-AR-A0U3,3104.1458652277106,2086.0208252571556,1483.854857342818,4555.0456611757545,3625.055152670544,3170.6331880591333
TCGA-AR-A0U4,4602.317550484084,4761.932951324756,4085.9205109532195,5216.250149862188,5220.121586997657,5754.507566175998
TCGA-AR-A1AJ,4621.511904900048,4732.307428116532,3756.3062169670884,7534.941486008051,6579.505405599184,5152.85056222901
TCGA-AR-A1AK,4006.976757124301,3717.070160792231,2820.285603446082,6825.0282859118615,5597.594490918225,5020.983537800912
TCGA-AR-A1AL,3504.374731111331,2849.4562454186944,2239.7035934679698,3860.3838743204797,3628.1601538648283,4692.129544938254
TCGA-AR-A1AN,3440.5545192729787,2588.7107054740045,2040.903998431626,3718.5686503063425,3320.0243086681057,4050.477594379985
TCGA-AR-A1AO,4864.811774193186,4250.353947243222,3664.8254691268576,6227.853896788749,5613.753243818852,5509.389324706957
TCGA-AR-A1AQ,3956.6501877853134,3686.492038412689,2740.6840207889,6464.794111129673,5648.7634984074175,4329.854166537563
TCGA-AR-A1AR,4286.87192374103,3972.4175235096773,3442.985853563323,5629.426197475812,5047.043579405548,5021.118847444124
TCGA-AR-A1AS,3222.6228668158838,2065.2147907479703,1417.1435799994088,3178.4166548572593,2721.6461200527665,3870.672961661403
TCGA-AR-A1AT,4013.4637008194677,3529.5121362875107,2659.2119054822942,6341.439684783061,5329.2176697851755,4517.963686930016
TCGA-AR-A1AV,3277.801332066114,2036.4277307426528,1522.6788199763778,3552.246782724882,2943.470198390398,3723.8490205052294
TCGA-AR-A1AW,4411.254949840908,4290.3015752775955,3273.2928862598856,7073.48970547809,6380.876328795401,4364.774162218124
TCGA-AR-A1AX,4001.7163362122283,3640.886464468047,2806.2895117449134,6708.151092125021,5652.663253672972,4330.613492839248
TCGA-AR-A1AY,3200.185796344327,2511.9915075800855,1600.6667794756777,3310.9189639880005,2998.7297793476228,3981.9646216993224
TCGA-AR-A24H,3110.555208167163,2494.484554389952,1562.0441363411574,5845.061019262896,4442.4258485117825,3621.5404690627347
TCGA-AR-A24K,2445.3227478133485,1574.8107768751197,1222.1489468030668,3363.550988809562,2652.310914985601,3382.2901303277777
TCGA-AR-A24M,3465.0585383513517,2205.1460434778182,1829.8741435965767,4450.351033019284,3565.7954658336275,3507.5685821099923
TCGA-AR-A24N,3344.860806043871,2141.666113372221,1701.5336035513355,5798.648352263101,4572.825437077387,3876.809658375416
TCGA-AR-A24O,3993.6556529564677,3192.8757888273813,2695.9129096308025,5335.105277967683,4551.415277265836,5081.938270250277
TCGA-AR-A24P,3375.876797878962,2470.3528128451526,2082.58888359686,4610.839715466469,3820.958759521849,4138.725297936267
TCGA-AR-A24Q,3474.996084358787,2660.3447968607143,1985.7362444511127,3774.598376522481,3718.7764752125295,4109.251775752837
TCGA-AR-A24R,3456.110609206915,2497.537437735842,1634.8447152695808,5965.345587312329,4654.696710098671,3264.54198646001
TCGA-AR-A24S,3983.279064586108,3454.153736358019,2973.8694215003197,5933.0641973945585,5008.282647532871,4378.861363505721
TCGA-AR-A24T,3557.624652767836,2624.7841024808477,2146.059245130784,4740.247524821039,4069.4292297138454,4038.8643897500224
TCGA-AR-A24U,4416.847462081096,3794.6490178678814,3252.7506401253922,5552.559535575403,5045.615846327826,5044.242584323301
TCGA-AR-A24V,3786.0926422265766,3111.6244719949227,2566.9255769037336,6150.258417614976,4865.183907097067,4380.121791365435
TCGA-AR-A24W,3404.1069096411175,2640.2006213659006,2152.226975805921,3512.221911532559,3334.023861353897,5314.320972007688
TCGA-AR-A24Z,3334.05255917461,2288.226284167924,1740.883207425748,6163.996814614746,4393.337826980995,3325.1102702175485
TCGA-AR-A250,3661.9061806995633,2783.9315661277597,2315.0865137362744,5482.403721284538,4600.847386290439,3877.5140736994454
TCGA-AR-A252,4422.4351745899185,3674.3638204069302,2954.708458582265,5956.373247629015,5488.330815722036,4316.404899962132
TCGA-AR-A254,3917.146074755643,3389.778290564609,2922.386802047389,5317.569124574322,4748.678804892648,4216.068679050928
TCGA-AR-A255,3707.502421401987,2940.853974136182,2393.4964241981797,6631.23284411368,5193.6541284851955,4057.6776224916994
TCGA-AR-A2LJ,3758.4598283962514,3374.796819192503,2412.445597745018,4811.209214797245,4179.432025007167,4603.305960953634
TCGA-AR-A2LL,3236.383730280366,2298.8804258300206,1417.464303335917,4017.623487620056,3375.2948802516257,3413.5451327524297
TCGA-AR-A2LM,3226.2647514957443,2543.6349782569323,1928.0420552696523,3896.438748535784,3474.754322591567,4301.426054269603
TCGA-AR-A2LN,3747.840597007693,3191.8628266543747,2731.717241043769,4821.744421482272,4271.294591442491,5480.101940064897
TCGA-AR-A2LO,3608.0888618567824,3223.171116322357,2377.1599679211304,4671.177890922207,4160.736826555036,5027.429025908843
TCGA-AR-A2LQ,3757.7513305225257,3182.2565066194347,2358.8703072616663,3801.5294803820507,3580.996415256279,4890.362995773718
TCGA-AR-A5QN,3571.689547167027,3054.354580478066,2096.3090523741375,6284.789446930337,4786.006395715745,4796.970800502069
TCGA-B6-A0WY,3450.083375521388,3015.642337834668,1980.3181367582438,6421.639191152532,4855.582861487723,4143.804262359057
TCGA-B6-A1KC,2621.3990029511497,1602.6981888243663,833.6193168517821,2871.139085033343,2300.76472875955,2539.5502804383177
TCGA-B6-A1KI,3198.893987753314,2308.5210383029007,1172.2004637346508,3889.200282571439,2963.01443985297,3242.5023799437076
TCGA-B6-A3ZX,3802.6721196781637,3369.009353986132,2354.7960334959553,4853.837500969674,4586.975897158753,3980.8508054927697
TCGA-B6-A400,3534.1272687398214,3012.6103526900934,2541.164256043796,5486.071730041413,4568.84431743901,4993.059389058
TCGA-B6-A401,3534.637896192802,3072.2402310540456,2094.1603532632835,4676.012648215517,3919.947905087929,4962.338406701638
TCGA-B6-A40B,3255.2811107904454,2640.705587403194,2041.1855275852213,3782.666144187455,3350.275358473662,5114.104769630168
TCGA-B6-A40C,2935.498137201117,2621.6271839712135,1741.9096817045884,4872.751714799526,3789.879677870362,3602.535715563701
TCGA-BH-A0AU,3344.8021265358548,2430.0913514962413,1689.7043386830355,5031.2220453311675,4035.1475157851237,3392.3658453038606
TCGA-BH-A0AV,3644.8543826840687,2967.682318327743,2547.986187583705,4139.838065435188,3818.981755526518,4609.721420225082
TCGA-BH-A0AW,4173.190995985875,3575.6891813211823,2610.2570598580805,5189.062490296343,4819.827343680119,3993.887114910729
TCGA-BH-A0AY,3787.1008734040824,3065.1467591974033,2269.2360761107357,4844.452357739785,4223.681520053249,4404.597053589623
TCGA-BH-A0AZ,3717.7681473866996,2852.618572093521,2154.5533040169776,4694.678498442978,4041.1682216313748,4265.2640478922385
TCGA-BH-A0B0,3725.821664799163,3064.8933723607624,2356.4138790331417,6355.76093981809,5070.842000020224,4214.860497594671
TCGA-BH-A0B1,3450.817341844422,2374.227854431336,1831.29353269509,5742.211942627973,4366.937269671056,3864.839599900193
TCGA-BH-A0B3,4042.9066522179146,3508.0860906539874,2673.1356017715443,6433.6543019299115,5490.438398220031,4501.2297092139925
TCGA-BH-A0B4,3456.685438491566,2727.598101025318,1959.2315969023439,5215.024622566103,4336.289976250277,4110.826279238941
TCGA-BH-A0B5,3491.502466545089,2650.133802357708,1986.282029270662,4994.2035203173255,4129.879343099574,4328.416643836252
TCGA-BH-A0B7,4199.540803287418,3375.7546136713718,2747.222425860782,4945.171490815232,4555.510769195778,4879.724002746338
TCGA-BH-A0B9,3398.328448989474,3114.243452923085,2098.1660154736182,5570.307840136353,4751.493228881996,3590.4479953472146
TCGA-BH-A0BA,3277.5536468959563,2416.1843985598243,1502.9112253980948,3815.0320957994336,3350.2792466730734,3894.107526237347
TCGA-BH-A0BC,3913.8974162763025,3232.458967951272,2381.7264687493225,5821.575445063032,4780.638523149579,3905.425769089121
TCGA-BH-A0BD,3820.6433367259433,3215.4284284802707,2444.893065881037,6164.864833983358,4977.990380323041,4424.704994461825
TCGA-BH-A0BF,4355.936522477805,4050.935874481058,3211.074645361781,6980.248929039739,5969.554090416621,4725.112452494608
TCGA-BH-A0BG,4033.2176193287687,3713.5988650102026,2708.7585828012834,6692.165860812831,5649.960491792359,4608.411358036865
TCGA-BH-A0BJ,3410.174039695712,2616.805931062647,1878.639763863419,4201.110777978471,3604.3267768174246,3858.2096251596813
TCGA-BH-A0BL,4229.95184065777,4152.678487701309,3002.2431084399304,5638.682644438602,5085.74633436902,4865.366758387936
TCGA-BH-A0BM,3246.15125463804,2479.9842366526627,1553.0904896345364,4074.8914243636063,3405.2667703728694,4423.307619903881
TCGA-BH-A0BO,4140.825980895446,4026.97768966639,3690.1579684640546,4396.345579815688,4435.051151817803,6406.527512676579
