patient_id,Complement,IL-6/JAK/STAT3 Signaling,Inflammatory Response,Interferon Alpha Response,Interferon Gamma Response,TNF-alpha Signaling via NF-kB
TCGA-BH-A0BP,3458.18050052159,2824.8680054987144,1899.1905306489698,4160.243113064262,3648.8119420993553,4517.383421802355
TCGA-BH-A0BQ,3671.532157293572,3148.0387481582948,2625.7293432648385,5753.0345717105065,4677.443909711523,5037.211432601876
TCGA-BH-A0BR,4056.7030368745272,3216.448682352133,2583.558959790038,4641.26533364374,4206.1466824792205,4600.626370248798
TCGA-BH-A0BS,3069.2674924190924,1905.8101494646799,1353.8337912720217,4073.2039930441315,3203.120966358223,3206.0698115699015
TCGA-BH-A0BT,3327.797004940923,2817.6615138979287,1603.0876749440122,6408.287957412296,4900.401867220482,3559.3953033555954
TCGA-BH-A0BV,3665.8419544381923,2838.0084045600743,2175.901591397849,5586.370472025272,4386.857585917562,4011.5613422251117
TCGA-BH-A0BW,4372.2373521482,4050.53666400343,3420.9948630181098,7540.358564937815,6365.958876212466,4804.525788748417
TCGA-BH-A0BZ,3903.3452344985817,3555.1257643247227,2687.4910732152657,6822.456437774328,5598.82999171825,4209.368330858064
TCGA-BH-A0C0,4018.5297413375483,3898.2770060002167,3004.337570275189,6425.788565540901,5680.075443747952,4338.794261977915
TCGA-BH-A0C7,3236.9154749047484,2404.523498930068,1600.011239875601,5919.905049715546,4491.31798196841,4157.71846732658
TCGA-BH-A0DD,3059.626700001778,2052.556416267067,1676.587212043094,5887.116119708438,4530.473926110013,3577.299939553608
TCGA-BH-A0DE,3809.159792880271,3200.4432769904415,2477.905658959922,5022.6742057551455,4418.197173400058,4955.187279174668
TCGA-BH-A0DG,3790.4912876000344,2809.8156230505974,2186.2985390099384,5412.440123260318,4502.374616024206,4013.057459189078
TCGA-BH-A0DH,3125.7539761563658,2398.170981664347,1459.1233423540416,4985.188062609404,3899.913674192361,3243.4818179489102
TCGA-BH-A0DI,3756.0859960165635,3039.9413278667034,2394.2735765619746,4680.4410595353165,4159.892742373706,4612.099630882842
TCGA-BH-A0DK,4124.612669152664,3638.1474966317073,2795.939836826514,6454.0401134687145,5445.408422502227,5099.548644212557
TCGA-BH-A0DL,4390.972593668392,4136.3932917307775,3357.9111178400035,6583.680014994265,5753.533083007067,4965.470746522453
TCGA-BH-A0DP,3713.478701766773,2897.0177221037065,2310.195703890133,4816.6423732547155,4101.908824324744,4679.310481183011
TCGA-BH-A0DQ,3624.23390964988,2561.347534063685,1815.6801942881375,5150.99930739206,4069.0754976360313,3875.099358468191
TCGA-BH-A0DS,3746.235705869538,2870.3714502692,2189.6648123178984,4458.035232242439,3919.297640413959,4214.530117177172
TCGA-BH-A0DT,3453.5594188324503,2882.1613056081333,2230.6832260486517,4841.353166976551,4106.632710981365,4620.19859999089
TCGA-BH-A0DV,3965.289157668205,3019.811867939703,2506.662703735232,4304.307227486883,3964.682907209075,5091.764424550738
TCGA-BH-A0DX,3936.970277984112,3146.686713321438,2321.2785919998005,4343.705613103935,3932.199092782732,4550.893140797707
TCGA-BH-A0DZ,3914.657497938304,3118.127153418365,2606.9748166623704,5286.134782226087,4639.05660429534,4656.444297715432
TCGA-BH-A0E0,2824.7501518010595,1937.3304368901845,1046.061618973452,2429.8060435251064,2436.1388496822947,3096.6535632530467
TCGA-BH-A0E1,3012.893608991777,2125.9796192966023,1438.8086896923487,4490.686759232303,3280.8660098831842,3835.6579268188307
TCGA-BH-A0E2,3306.435307022479,2622.604439842429,1733.8903015130509,4515.602924577104,3870.382534834862,4220.647556729451
TCGA-BH-A0E7,2790.1397812611576,1761.5935345478374,955.6957753252118,3736.136465199321,2862.827728607168,2874.878053903685
TCGA-BH-A0E9,3279.5030513547536,2435.6024286706142,1763.2825889203305,3914.1277347176747,3441.4709348255637,4264.746060123465
TCGA-BH-A0EE,3503.333803220472,2969.8218897842653,2097.577461027371,7256.607793609395,5559.245544856309,4074.7924138950184
TCGA-BH-A0EI,2982.104022552854,1794.551157127984,1510.2035011815206,3830.553166361884,3028.5155717084363,3171.158824642058
TCGA-BH-A0GY,3858.4525348861043,3078.193886239884,2380.2504106510223,5341.430181254667,4472.348247901897,4286.962014960945
TCGA-BH-A0H0,2437.5163383286017,1974.666339852316,572.5866632821926,3310.6102622377985,2705.6798808471067,2781.223176805772
TCGA-BH-A0H3,3364.785211018092,2715.1034411935943,2241.8970322184086,4258.744201363021,3813.6841657879686,4352.516417323295
TCGA-BH-A0H5,4450.731775133341,4284.053544576665,3027.8531776028685,6626.330968182918,6045.749689388846,4792.0434387383375
TCGA-BH-A0H6,3006.27459848919,2269.0652222283825,1581.9860865925257,3857.192913282488,3099.030272219674,4022.6790124709296
TCGA-BH-A0H7,3420.7939048628923,2266.702518729022,1639.8556490535102,4995.3544171622725,3903.9948717394527,3427.486447080737
TCGA-BH-A0HA,3611.100020146556,2955.7572885924055,2195.777398195374,6620.784155276428,5116.239325397244,4108.794711069584
TCGA-BH-A0HF,3896.6397106533022,3035.367737161325,2354.0323968537705,4519.208756665143,4016.561277100658,4426.789406767197
TCGA-BH-A0HI,3464.333302756324,2523.007549145146,1939.6586896186727,4653.563839075532,3758.3640071609334,4369.632550367638
TCGA-BH-A0HK,3398.0433445007166,2736.7424872997053,1872.4724966745816,4261.085381374041,3741.794838273254,4649.529827875513
TCGA-BH-A0HO,3456.0173727072233,2804.013798289734,2069.242848884076,6144.051369290875,4501.05452673077,3631.7479859255454
TCGA-BH-A0HP,3324.210621461889,2752.641661045238,1906.6765155454268,5014.452249884234,4118.892324799315,3756.743022287026
TCGA-BH-A0HQ,3015.790519553899,2065.135191978574,1374.7446640008438,3878.2244452264767,3073.6705678390736,3212.751577820296
TCGA-BH-A0HU,2835.567169045962,2096.821446390368,1064.3458768358887,4392.599626818039,3583.7331970855976,3124.6786994551567
TCGA-BH-A0HX,3232.2972517292656,2192.79736231077,1766.7644897009995,3915.859122287955,3478.495557542583,3877.133125400329
TCGA-BH-A0HY,2961.081139392536,2208.89662847776,1276.9834534983438,4290.593736162449,3333.244507889336,3394.2771424101356
TCGA-BH-A0RX,4353.262666271548,4300.180799174726,3373.0528717505968,6784.609911676949,6072.135615078361,4787.949863245554
TCGA-BH-A0W4,2945.581122115771,2438.8005629042073,1563.839390360663,3578.067536369741,2963.159438769977,4293.759779532844
TCGA-BH-A0W7,3892.068747342204,3409.9646694182793,2650.560051204089,6415.971683307749,5313.629122975613,4589.254776202184
TCGA-BH-A0WA,3416.7569712213062,2788.5760035708663,2157.803081907534,5270.633623355576,4401.532661210122,4080.938257348196
TCGA-BH-A18F,3578.8317417544386,2933.8249246257656,2141.6586234220576,4711.3571801569615,4114.499861479111,4428.802446187605
TCGA-BH-A18G,3578.6322040060986,2677.5091894969937,1929.7499405954459,4860.758645598513,3969.4495833998244,4258.379067167471
TCGA-BH-A18H,3963.9719727173924,3625.917907811452,2935.4541532007734,6129.963497293802,5338.360709133494,5059.318396566154
TCGA-BH-A18I,3904.650767946694,3217.8519289914184,2698.8275062818047,5407.030094323096,4647.107280793505,4451.401122455129
TCGA-BH-A18J,3413.26829714793,2442.110097620138,1965.6143889018167,4912.495974088879,3896.626526195034,3852.0042176574043
TCGA-BH-A18K,3245.7279668687534,2602.489530865205,1650.0358942053535,4514.481998426143,3652.3782592492753,3608.051454749153
TCGA-BH-A18L,2758.560977359266,1765.2822596155747,1090.9019894684134,5247.9275162324775,3945.302075465632,3208.6090299063108
TCGA-BH-A18M,3492.469526716992,2750.673553565439,2105.855704494674,5705.355415021584,4506.088301844884,4448.541394768208
TCGA-BH-A18N,2688.579332181287,1982.43503224696,1276.0937133072293,3723.3986079739407,2851.4840649887465,3095.883642360086
TCGA-BH-A18P,3140.6224920847926,2637.0170765824114,1709.5391916671615,4404.639421243512,3810.907407852308,3455.086904330805
TCGA-BH-A18Q,3571.479756635308,2975.7235311201985,1864.5710306650453,5629.361365572762,4740.167464253493,4149.099546387148
TCGA-BH-A18S,3023.9932338702765,1853.7283558745985,1210.8762113773355,3827.32755125726,3025.1977955378825,3379.35939711185
TCGA-BH-A18T,3052.0715163494006,2507.470680024535,1618.902789344178,4210.180717353049,3616.5172489740944,3650.235893581903
TCGA-BH-A18U,3513.1486797688867,2720.003613934561,2005.379370981982,5244.020680144211,4324.21920496149,3768.2751862753266
TCGA-BH-A18V,3883.9468618000465,3574.913288034042,3005.051612482257,5491.405951402512,5085.571265770934,4922.630244848087
TCGA-BH-A1EN,2911.1182039342384,1905.1669369311112,1518.5552871320142,3196.25559192547,2864.97041309381,3399.885329099905
TCGA-BH-A1EO,3822.830132743953,3070.995815719074,2705.070917142739,4611.3461815807295,4114.715069271941,4201.790516049205
TCGA-BH-A1ES,2731.1543179731125,1647.2150954540648,1271.691212250973,3709.7032118261013,2932.341557299009,3573.0438200423177
TCGA-BH-A1ET,3328.56046706057,2408.311674056835,1848.5885982178715,4132.746680355167,3636.4065457391443,3727.664928011929
TCGA-BH-A1EU,4104.111445743361,3515.783538884256,2684.7190531001543,5201.120790418048,4671.737312273215,4630.6450023583875
TCGA-BH-A1EV,2984.6406810329845,1938.0322233842962,1533.0028206970546,3452.5070458214486,2958.321679553508,3086.606827517826
TCGA-BH-A1EW,3846.885580479675,3459.9508689834893,2634.3159668165154,5912.174278101622,4973.1142583010405,4392.027308518915
TCGA-BH-A1EX,3827.3436322435355,2872.90488760108,2277.4554799545986,4197.7415383655025,3823.4821527655367,4456.812084558536
TCGA-BH-A1EY,3897.5659545799026,3118.5068810767298,2303.890038752048,4722.288443604128,4177.96985680211,4209.649973497244
TCGA-BH-A1F2,3882.242045977484,2705.566093942505,2314.7980293915334,4236.172047485015,3791.12605535271,4888.411138748421
TCGA-BH-A1F5,2888.2547157915415,2127.855929083962,1598.229073651848,3638.1920088018032,3106.506913161169,3737.4231953349354
TCGA-BH-A1F8,3492.0882252843385,2012.685670775163,1690.4709627351112,6049.892683740345,4567.480996116483,3257.203948600756
TCGA-BH-A1FB,3951.595231319481,3453.776587757109,2828.176398114263,5041.5141179169095,4703.55341870934,5190.518660722702
TCGA-BH-A1FC,3499.0618260249357,3481.8679714963946,2518.895422204014,5474.527985697898,5018.402754326975,3992.0727260055155
TCGA-BH-A1FD,3210.5083612063972,2622.988724648787,2235.0958877663143,5804.540644069544,4628.768890577909,4262.212894897062
TCGA-BH-A1FG,3043.524137532775,2201.859526232516,1388.8152430782284,5504.506769154808,4062.0961165932367,3237.60112261597
TCGA-BH-A201,3521.2757415544875,2829.8708970397583,2291.1349535676327,4621.746424301018,3855.219767738972,4782.830677237369
TCGA-BH-A202,3818.1619554705594,2967.47765431844,2292.2511255126574,5213.872499176165,4486.51305586168,3617.0808738478136
TCGA-BH-A28O,3099.2644989911387,2657.810507866243,1755.5749329850314,4003.54373051276,3464.13865392789,4800.479065469839
TCGA-BH-A2L8,3804.175068539309,3478.557046303642,2333.517293184839,5775.510116837264,5003.080434688449,4423.813412474494
TCGA-BH-A42U,3554.069683220863,3217.43524590754,2483.521487063599,4996.709890984646,4337.956011596416,5601.4391997619205
TCGA-BH-A42V,3252.204432972163,2863.81636597513,1854.632172157717,3994.8727873586104,3456.6010323997452,4529.974220447295
TCGA-BH-A5IZ,3563.4341179073926,2903.402202199244,2028.4224328298642,3968.6629432783448,3586.608171520016,4486.428797490582
TCGA-BH-A5J0,3855.2099479926837,3109.6842941465766,2523.1284329890314,5737.662224168345,4776.5933793705535,4159.3034659975765
TCGA-BH-A6R8,3358.753932532216,2721.1453993420237,1659.5562297046745,7048.071166892825,5154.214572483501,3331.811951107311
TCGA-BH-A6R9,4292.094976790755,4183.3608752813125,3665.2757558799804,5969.5781064483035,5420.555846479023,5385.740926115761
TCGA-BH-A8FY,2914.528946018132,2081.8373836300925,963.8909684071696,3922.684577475702,2938.2021350303403,3175.1769947525863
TCGA-BH-A8G0,3814.2647889068885,3141.048167650464,2326.0125748631544,4219.7490904719125,3878.0666971549726,4532.010677018188
TCGA-C8-A12M,2784.411811440932,1977.392818190936,831.0788531064027,3357.21117657188,2929.16304771905,2800.710539925305
TCGA-C8-A12N,3451.765478864041,2518.268222016306,1884.6048067106349,5781.407139575571,4417.14808895547,3986.9283512756247
TCGA-C8-A12O,3717.8066360183966,2888.9851700662566,2357.9307468639963,4962.309496012436,4275.935625057007,3939.5955635485607
TCGA-C8-A12P,3558.906004493703,2731.4636541565906,2059.6150788873983,5341.997787909922,4524.4431012060595,3721.9186403211515
TCGA-C8-A12U,3123.2878119567686,2226.6575023011374,1132.9822083608396,5412.992952208948,4588.2294547415,3434.8011420335824
TCGA-C8-A12V,4523.504670738119,4406.08233789989,3611.7949761696364,7525.475074492231,6531.15867240246,4990.889431267773
TCGA-C8-A12W,3380.0921499641736,2484.1068139104846,1809.2652338168064,4158.28661865709,3683.5927821948553,3447.2062169629044
TCGA-C8-A12X,3051.4250350346883,2143.080003293846,1379.2645364068849,6004.501862010211,4297.628142942585,3063.3589720880955
TCGA-C8-A12Z,3060.461779482588,2036.6532517085234,1419.4591851165133,4092.333853403379,3284.6991099377574,3489.3750310525884
TCGA-C8-A131,3582.8769758851904,3171.9266803260416,2447.8499716570914,3840.635740936157,3660.392555933975,4957.8081734928655
TCGA-C8-A135,3621.202243091995,2889.7585144987406,1869.3993782148282,4028.9266848459374,3779.9915351549644,4215.986062235144
TCGA-C8-A137,3005.5987928149334,1588.3437281155439,1059.652950406622,3516.022486040387,2843.4398683929176,3166.9534013692555
TCGA-C8-A1HJ,3107.401813958071,2486.6082144859447,1755.277733442983,4523.468641289839,3890.070436312979,4233.6824326805545
TCGA-C8-A1HM,4192.1977869607745,3558.6149604084003,2709.198380345857,7401.0925964188355,6166.401386096453,3924.9856976308965
TCGA-C8-A1HO,2861.8032402071876,1748.2242975170811,1093.844250603237,6665.955485628292,4701.065851457153,3373.252552077065
TCGA-C8-A26V,3563.1858160684496,2483.0290027371957,1867.5919126927402,6266.961631097314,4871.6330827145575,3615.9458495542185
TCGA-C8-A26X,4408.71260831859,3892.2393365400203,3125.263768820454,6072.972795926869,5545.293037039168,4915.409653080076
TCGA-C8-A26Y,3598.2030311726085,2602.2632435653595,1664.0086451794832,4552.394897142347,3970.387380219505,4111.595175449864
TCGA-C8-A274,3004.1487208673298,2163.669649668698,1303.1710690399068,4440.259729509358,3461.5474526457765,2991.4166609951462
TCGA-C8-A278,4309.603088343769,3339.9418418450823,2523.7885165971165,6154.087682726542,5343.285692328216,4085.310342756635
TCGA-C8-A27A,2654.2430673367708,1450.2134277089317,901.1840433159923,5754.79986973401,4113.740107317319,2655.860392067352
TCGA-C8-A27B,4252.476582607636,3747.5914629695126,3470.756186722385,6124.61850924232,5539.454158559032,4865.947654824402
TCGA-C8-A3M7,3425.6611071186235,2717.563259344006,1683.8374534248342,4396.311906579769,3895.2202404235395,3997.3997183680895
TCGA-C8-A3M8,2926.6841621106832,2012.6187172271566,1059.0702337234306,3503.4570872052846,2787.3600210722943,3518.6306208295537
TCGA-C8-A8HP,3764.140014979552,3143.9656879407703,2174.5969657660935,5219.101425004632,4644.9218742080375,3883.049174599175
TCGA-C8-A8HQ,3566.5347318818403,3154.1042927032813,2286.291488556255,4993.480640181422,4371.396177779057,4734.309603331098
TCGA-D8-A13Y,2303.602938945134,1193.608052346175,505.7466488480295,2515.833425025743,2026.9559708106572,2521.7388692046025
TCGA-D8-A140,3196.6904387854065,2578.0943967977782,1713.2331528797658,5774.925201249354,4534.4826473419325,3778.6666078904855
TCGA-D8-A142,3523.7181639969494,2780.3001529730336,2164.037086193981,3410.7161297617768,3427.4336206274365,4165.892305012208
TCGA-D8-A143,3268.194846001841,2728.8088508273795,1775.1119856163168,3858.5152141536346,3635.2948654517204,3762.597157453303
TCGA-D8-A146,3515.542282353432,2611.8060143198036,1928.0664440389373,3872.561224207553,3418.960629163159,4314.939304872276
TCGA-D8-A1J8,3912.082860930159,3346.67765406724,2890.2527655777176,5062.948222587047,4865.793106329484,4598.415991757682
TCGA-D8-A1J9,3535.3898242097785,2454.861723812224,1858.0174290499926,5032.076379474747,4073.137918131035,3562.711085442208
TCGA-D8-A1JB,3916.782172686557,3346.6915183874753,2595.6653378787923,5853.843030966911,5115.873228970553,4627.627972124243
TCGA-D8-A1JC,3526.423977581002,2740.681826338434,2076.427256774339,6196.235062829359,4824.196811372603,3582.9647626244514
TCGA-D8-A1JD,3540.4833941876896,2734.484101305252,2113.066815863913,4782.922220249831,4099.281605025881,3730.889819523203
TCGA-D8-A1JE,3725.127887453784,2554.3773684060034,2342.832237605635,5625.4120003680455,4492.598780045993,3654.8967074226057
TCGA-D8-A1JF,3588.2339766360947,2416.5382510043273,1713.4362093279524,3390.0208622744467,3172.4944882452874,3163.931410854453
TCGA-D8-A1JG,4048.4262077146886,3289.8578897653297,2475.045001286486,6656.536466869431,5512.3106314461165,3931.102996544285
TCGA-D8-A1JH,3691.111921578482,2881.4767918170473,2331.7579052710225,4498.02266997331,3919.69198410022,4377.859207474241
TCGA-D8-A1JI,2752.663878309686,2175.5101905927622,1188.0011615754174,3641.81647495134,2849.8692072741924,3270.92232016834
TCGA-D8-A1JJ,3456.5154915410512,2418.072086414324,1867.8806228866815,4855.05062592381,3997.7626737555856,3636.5303876395774
TCGA-D8-A1JK,4238.136937967605,3813.354685859964,3348.0134173916176,6048.967224498872,5496.321078184421,5013.416386344117
TCGA-D8-A1JL,4162.499374157291,3753.047396254233,3230.7057589383876,6918.029938989723,5785.579409360997,4708.128133575692
TCGA-D8-A1JM,3135.2352835680613,2772.3816261840966,1826.8885020639027,4626.187611286781,3841.0785327634494,4241.035724100684
TCGA-D8-A1JN,2609.30107873662,2125.4541189751053,1081.5124967951433,4603.265903072388,3611.0792531530296,2858.840600173062
TCGA-D8-A1JP,3391.311096658317,2647.639886292476,2030.424145498935,4263.763592909698,3792.588131369803,3640.471519606632
TCGA-D8-A1JS,2646.977755035281,1906.6118227107072,857.472881649679,4222.153995206008,3051.1712718182516,2805.556793476884
TCGA-D8-A1JT,3100.9062242931013,2638.0116821731954,1764.2519569080341,6209.304379796571,4703.903689327688,3902.23866673868
TCGA-D8-A1JU,3731.571388911432,3129.606177977521,2367.874561629662,4663.549941185853,4090.6066745330227,4317.952642715598
TCGA-D8-A1X5,3429.4983073556778,2442.43749010166,2306.2590008291318,4543.559011923588,3894.887345807332,3742.4398837183307
TCGA-D8-A1X6,3022.6994792439345,2405.485630349591,1684.0391519460336,5519.2136730937345,4118.392952880691,3399.6439123904365
TCGA-D8-A1X7,3224.6989048715786,1958.0957698989132,1267.517946139793,3627.6037216913974,3012.4695969851036,3562.439041726835
TCGA-D8-A1X9,3417.678719224152,2730.3623158002174,2388.5828626187904,6300.323357629379,4952.017104386599,3898.844966426517
TCGA-D8-A1XB,2900.9077738900687,2104.471657772465,1509.4128220719795,3806.5235770317922,3159.4732579329866,3674.0845165384835
TCGA-D8-A1XD,2451.8517842155743,1653.6735121502188,944.4493278177397,2449.0882230497064,2164.1051077226,3086.9410069089117
TCGA-D8-A1XF,2475.353623250712,1563.370690220685,910.5325446173701,4802.5753950428425,3542.289879036538,2791.8903425643603
TCGA-D8-A1XG,3131.3762425788536,1853.8495565838239,1311.8592711832098,4873.5480544635175,3589.683135865107,3353.6039526728964
TCGA-D8-A1XJ,3344.2902364872443,2034.4684028865504,1504.2240307323682,4400.415167740099,3451.653883263307,3281.145867872505
TCGA-D8-A1XK,3658.6122467682126,3426.785872296952,3144.7436446353004,5351.94365131331,4590.629351052588,4925.17092232647
TCGA-D8-A1XM,3629.5803159670486,3075.857435597849,2359.300939774377,5715.06470066819,4608.196955698184,3829.2149848527024
TCGA-D8-A1XO,3358.5866065199625,2483.702058264036,1939.2429856513209,4476.828268058594,3743.4847439709793,3580.8024253827643
TCGA-D8-A1XQ,3958.987215254474,3536.1593612479865,2798.30843683903,5296.33469061944,4891.6842535228825,4743.091305619093
TCGA-D8-A1XR,2793.15790647012,1882.7761766223357,1337.3886034710158,3539.4491243330904,2983.837535596733,3259.8254270897814
TCGA-D8-A1XS,3174.841160639662,2353.084972390736,1736.6611350625572,3744.5767258517935,3343.4480048511305,3434.0538001447385
TCGA-D8-A1XT,3854.910914813683,3339.5036195597877,2723.471722544222,6781.556005844781,5277.86688366172,4310.896233090914
TCGA-D8-A1XU,3413.996648841159,2247.26564914757,1689.0819606844143,4799.298119080762,3882.8383018065324,3477.5515507530963
TCGA-D8-A1XV,2730.6672071033863,1458.5118796774932,859.273351767044,3572.694392209356,2699.198403451117,2804.6242517997434
TCGA-D8-A1XW,3850.31741723073,3192.9040660085047,2471.75963893896,4936.144008165536,4404.318745980761,3964.746187241002
TCGA-D8-A1XY,3324.5401990506434,2370.987058808283,1871.7681667056531,5653.906965605169,4406.433262144246,3894.4317070863526
TCGA-D8-A1XZ,3360.0340435566122,2390.9583019188685,1920.204110478653,5139.711580620946,4191.1182007991265,3478.1905728056136
TCGA-D8-A1Y0,3546.9985433214406,3038.3244355752486,2481.355766563858,5874.05854920216,4920.6611238459645,4156.190378598405
TCGA-D8-A1Y1,3351.3812163261646,2454.6398030582386,1813.7852355545292,4198.2141634375,3690.8591042032403,3646.8667421062146
TCGA-D8-A1Y2,4378.15411267359,3839.056967008717,3412.0355206305885,5869.379633095963,5237.581331805226,4861.907695469641
TCGA-D8-A1Y3,3434.265496869495,2640.053342342313,1997.9323028127783,6347.874785292652,4879.477443232903,3578.8331275601286
TCGA-D8-A27E,3035.1921703023545,2155.962675371209,1605.8947570408927,4455.065754643207,3507.3023234440134,3347.269415049992
TCGA-D8-A27F,3433.1284000410524,2805.316434211367,2168.5611537136483,3760.2261645770723,3497.7627145399347,4395.527879001971
TCGA-D8-A27H,3412.9650463009657,2434.827272582108,1668.098153650877,4422.901718654548,3754.299091249166,3921.0262285403605
TCGA-D8-A27I,3735.6263003814,3147.897373828797,2368.383542575424,4503.112034324871,4042.394946182423,4858.743697844184
TCGA-D8-A27K,3328.286049858645,2842.704158976647,2078.095465439481,4374.343068657439,3824.4568472129395,4005.780992298298
TCGA-D8-A27L,3622.7501840133846,2833.912861350269,2174.019869109179,4470.69032422624,3968.9812301513084,4166.832278104821
TCGA-D8-A27M,4441.833750612363,4159.631075285033,3312.747113525653,6525.021802766985,5916.483314200379,4808.838517059774
TCGA-D8-A27N,3863.870533752177,2853.442739074784,2229.408230533054,5733.373405391694,4698.692443763732,4273.512035120315
TCGA-D8-A27P,2893.665035241307,1744.454629383701,1280.0061433475585,3414.68145540592,2760.3859381313305,3436.5764393121026
TCGA-D8-A27R,3448.176369353463,2479.896089156755,1693.987146380492,4717.751932211031,3990.6701356324484,3494.8611948096295
TCGA-D8-A27T,3781.6017277994906,3076.9283991539705,2408.5781583308235,6155.218581712119,4963.387913967579,4535.171228764675
TCGA-D8-A27V,3022.100302004652,2041.587087922553,1533.2176254221158,4672.155894490177,3839.222121945091,3779.710414480154
